year,mmsi,transmitter_no,shipname,raw_registered_gear_type,gfw_sub_gear,gfw_gear,length,tonnage,engine_power,positions,days,days_on_high_seas,fishing_days,fishing_days_on_high_seas,total_hours,total_fishing_hours,hours_on_high_seas,fishing_hours_on_high_seas,fraction_effort_on_high_seas,aux_engine_power,crew,design_speed_old,design_speed_ihs,main_sfc,main_sfc_low,aux_sfc
2015,1000074048,74048,BINTANG REJEKI - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.24,192,313.2,11121,258,42,150,29,5569.916666669601,1644.9833333333006,825.4666666671004,254.52500000019987,0.1547280114288118,93.96,12,13.0373210314752,10.85386621649296,180,180,217
2016,1000074055,74055,CHARLY TUNA WIJAYA - 6,Longline Tuna,drifting_longlines,drifting_longlines,23.64,136,447.4,13241,235,231,180,180,5429.933333332492,1824.1749999983997,5345.216666665994,1824.1749999983997,1,134.22,8,13.0804005191712,11.01097938457604,220,220,217
2014,1004952103,4952103,JIMMY WIJAYA - 23,Longline Tuna,drifting_longlines,drifting_longlines,27.09,197,313.2,7008,304,297,193,193,7023.758333331788,1664.5416666658998,6911.283333331686,1664.5416666658998,1,93.96,10,13.0374242875032,10.85386621649296,180,180,217
2016,1004942463,4942463,BANDAR NELAYAN 123,Longline Tuna,drifting_longlines,drifting_longlines,27.01,131,275.9,2978,136,129,92,92,3008.4083333321996,890.5499999999,2959.241666665599,890.5499999999,1,82.77,10,13.0237657061682,10.80995155631849,180,180,217
2014,1000041813,41813,MINA SAMUDERA,Longline Tuna,drifting_longlines,drifting_longlines,19.4,68,223.7,11947,244,223,171,159,5641.258333335498,1317.0833333320988,5017.416666668502,1184.5583333321986,0.8993799430559763,67.11,5,13.0052419697928,10.74831484614401,220,220,217
2014,1000097265,97265,BINTANG SEJATI I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,30.24,193,313.2,9811,201,136,111,76,4485.183333335101,1305.6833333343016,3100.6750000006014,818.9083333339013,0.6271875518565967,93.96,12,13.0373416826808,10.85386621649296,180,180,217
2016,1000087097,87097,CAHAYA ABADI - II,Longline Tuna,drifting_longlines,drifting_longlines,22.89,85,314.62795095947274,8038,194,39,70,23,4439.683333333602,502.5833333332997,825.4083333323005,139.67499999960006,0.27791411042867065,94.38838528784181,10,13.035582243480096,10.855545268103334,220,220,217
2014,1004614859,4614859,BANDAR NELAYAN - 65,Longline Tuna,drifting_longlines,drifting_longlines,24.85,58,275.9,3568,155,153,128,128,3585.516666667199,1309.9166666663,3535.016666667199,1309.9166666663,1,82.77,13,13.0222507019676,10.80995155631849,180,180,217
2016,1004611018,4611018,BANDAR NELAYAN 176,Longline Tuna,drifting_longlines,drifting_longlines,21.88,59,289.519081541722,6808,297,287,236,235,6853.116666666398,2672.1166666662,6660.1083333331,2671.1166666662,0.9996257648431018,86.8557244625166,10,13.026763549090795,10.82599820867252,220,220,217
2014,1000065084,65084,NA,Longline Tuna,drifting_longlines,drifting_longlines,28.62,180,474.91165465495095,5264,120,71,25,20,2587.2166666680023,234.0583333337999,1411.9250000002003,170.58333333389996,0.728806921352483,142.47349639648527,14,13.090358248639863,11.043017194707758,180,180,217
2015,1004612037,4612037,ANEKA 217,Longline Tuna,drifting_longlines,drifting_longlines,18.8,49,218.8983552233832,797,35,34,11,11,799.7666666666001,39.5,745.7583333333001,39.5,1,65.66950656701495,5,13.003261036478506,10.742634630984366,220,220,217
2014,1004887545,4887545,CHIU SHIH - 8,Longline Tuna,drifting_longlines,drifting_longlines,21.7,84,285.1446669561559,2765,142,36,55,14,2826.5750000007,285.19999999979984,473.92500000010006,46,0.16129032258075834,85.54340008684677,9,13.02583890329468,10.820845620242237,220,220,217
2014,1004905095,4905095,BANDAR NELAYAN - VI,Longline Tuna,drifting_longlines,drifting_longlines,23.2,82,261,2968,140,131,84,84,2938.541666666399,1133.4999999998,2833.3916666664995,1133.4999999998,1,78.3,10,13.017835135716,10.792379317009,220,220,217
2014,1004933511,4933511,BANDAR NELAYAN - 277,Longline Tuna,drifting_longlines,drifting_longlines,26.6,88,275.9,8658,132,121,80,80,2730.2416666691015,748.8166666652993,2698.0166666692026,748.8166666652993,1,82.77,14,13.022873306433599,10.80995155631849,180,180,217
2016,1004955200,4955200,SUN RISE - I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,31.85,136,275.9,3992,180,37,110,22,4008.4166666696005,1233.0666666675002,486.0083333338002,265.0083333335,0.21491809039791376,82.77,16,13.0238694735792,10.80995155631849,180,180,217
2015,1004628646,4628646,PUTRA JAYA 31,Longline Tuna,drifting_longlines,drifting_longlines,19.33,59,230.4066253658144,2760,122,34,84,27,2838.9499999999002,480.98333333339997,784.4833333334001,118,0.24533074604106236,69.12198760974431,5,13.00726600164768,10.756245632267174,220,220,217
2015,1004958947,4958947,BALI PERMAI 189,Longline Tuna,drifting_longlines,drifting_longlines,27.5,139,287.1,4720,151,150,55,55,3496.650000004102,308.43333333409987,3458.3833333377006,308.43333333409987,1,86.13000000000001,12,13.0276234652802,10.823148973580889,180,180,217
2016,1004942460,4942460,BANDAR NELAYAN - 288,Longline Tuna,drifting_longlines,drifting_longlines,25.66,118,275.9,4231,184,179,136,135,4207.033333332898,1374.3499999996002,4091.374999999699,1369.3416666663002,0.9963558530699592,82.77,8,13.0234959108996,10.80995155631849,180,180,217
2014,1004633651,4633651,PERINTIS JAYA 99,Longline Tuna,drifting_longlines,drifting_longlines,22.73,57,275.9,956,51,19,23,13,958.7916666667004,202.99166666670004,359.4583333333,115.4916666667,0.5689478221602579,82.77,12,13.0222299484854,10.80995155631849,220,220,217
2016,1031072262,31072262,SIDO UNGGUL JAYA I,Longline Tuna,drifting_longlines,drifting_longlines,21.5,58,275.9,1320,81,42,6,6,1276.4166666661001,23.5083333333,802.9000000000002,23.5083333333,1,82.77,10,13.0222507019676,10.80995155631849,220,220,217
2016,1004541674,4541674,SIDO MUMBUL JAYA - 5,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.68,160,335.6,848,53,8,15,4,950.7916666666002,168.75833333330004,141.45000000000005,75.9916666667,0.45029875067926517,100.68,17,13.044042365568,10.88018711283344,180,180,217
2014,1004780195,4780195,WIJAYA ABADI - II,Longline Tuna,drifting_longlines,drifting_longlines,21.92,71,290.4953092716888,1278,62,18,23,10,1307.4499999999998,304.3750000000001,389.1083333332999,141.00000000000003,0.4632443531827515,87.14859278150665,9,13.027334107851857,10.827147898662952,220,220,217
2015,1000056062,56062,SARI MULIA No. 88,Longline Tuna,drifting_longlines,drifting_longlines,47.2,585,1194.1176991405862,1143,24,16,10,9,467.05833333420037,70.64166666740002,339.1833333341002,68.24166666740001,0.9660257166453922,358.23530974217584,29,13.334726742338733,11.859884783007075,180,180,217
2014,1004944855,4944855,HEN - 6,Longline Tuna,drifting_longlines,drifting_longlines,23.31,79,325.3498152831534,3687,183,151,89,63,3754.5833333332967,631.59166666630006,2986.3749999997985,450.5333333331,0.7133300787692917,97.60494458494603,10,13.038994252417153,10.868147526723616,220,220,217
2015,1004585182,4585182,JAYA BALI BERSAUDARA - 8,Longline Tuna,drifting_longlines,drifting_longlines,26.34,56,407.53540543291194,5337,240,233,182,182,5530.2583333337,2008.7166666666988,5403.541666667,2008.7166666666988,1,122.26062162987358,11,13.065628665916286,10.964453026380355,180,180,217
2016,1040409798,40409798,MARCEL JAYA - 26,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.4,119,313.2,6121,261,243,142,142,6008.1583333383915,1539.941666667301,5661.5416666713945,1539.941666667301,1,93.96,10,13.0358134934664,10.85386621649296,180,180,217
2015,1004912796,4912796,SAMUDERA PERMAI,Purse Seine Small Pelagics,purse_seines,purse_seines,23.68,98,313.2,5761,224,76,150,57,4967.2333333410015,1551.100000002601,1733.1833333334005,513.3083333332,0.3309318118318221,93.96,11,13.0353798181488,10.85386621649296,220,220,217
2014,1000109961,109961,MUTIARA No 26,Longline Tuna,drifting_longlines,drifting_longlines,23.78,108,337.54264373933506,17560,308,301,201,200,7130.833333338998,1308.8333333348014,6967.400000005507,1307.9083333348012,0.9992932637208717,101.26279312180051,8,13.043612193905634,10.882467977704067,220,220,217
2014,1000065222,65222,SUMBER JAYA - V,Purse Seine Small Pelagics,purse_seines,purse_seines,24.1,134,345.96140531403165,11672,272,80,188,63,5569.475000004894,2180.2500000023997,1660.9750000002014,696.0333333341,0.3192447349310097,103.7884215942095,6,13.046922487846398,10.892349119548639,180,180,217
2016,1004575829,4575829,BANDAR NELAYAN - 50,Longline Tuna,drifting_longlines,drifting_longlines,20.62,58,259.53971905967404,7306,314,309,267,265,7357.741666665793,3124.7249999991004,7244.733333332494,3100.7166666658004,0.9923166571991753,77.8619157179022,7,13.016854411130932,10.790656223004587,220,220,217
2015,1004961346,4961346,BANDAR NELAYAN - 168,Longline Tuna,drifting_longlines,drifting_longlines,25.64,124,387.7986745422302,7105,317,316,264,263,7367.216666666599,3002.166666666999,7321.216666666599,2993.166666666999,0.9970021651029816,116.33960236266904,8,13.060508947947202,10.94137283993612,180,180,217
2014,1000043936,43936,PERMATA 188,Longline Tuna,drifting_longlines,drifting_longlines,21,105,268.42319219598636,17964,312,309,199,199,7204.9000000019,1479.3916666658995,7122.841666668496,1479.3916666658995,1,80.52695765879591,6,13.02076092170341,10.801135956225291,220,220,217
2015,1004729531,4729531,GARUDA JAYA  VI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.15,117,313.2,6817,315,84,199,70,7050.958333332599,2644.5999999993996,1813.2333333333004,1009.1249999997,0.3815794449065753,93.96,7,13.0357721910552,10.85386621649296,220,220,217
2016,1004939216,4939216,BAHARI - 699,Longline Tuna,drifting_longlines,drifting_longlines,26.34,144,447.4,1817,230,226,50,50,3620.1916666665993,323.7000000001,3560.0583333331997,323.7000000001,1,134.22,10,13.0805627850048,11.01097938457604,180,180,217
2016,1004949257,4949257,JIMMY WIJAYA - 38,Longline Tuna,drifting_longlines,drifting_longlines,30.82,193,536.9,17849,216,210,124,120,4211.958333576796,1382.7916667058,4061.008333515298,1337.9666666902997,0.9675836923993865,161.07,13,13.1110442992986,11.11499028760169,180,180,217
2016,1004620719,4620719,INDAH SARI,Longline Tuna,drifting_longlines,drifting_longlines,19.4,40,238.6,4290,214,123,177,105,4907.0499999997055,1926.9833333324,2624.3333333333,954.0916666658004,0.4951219090285831,71.58,8,13.009572230352,10.76592984750884,220,220,217
2014,1004611018,4611018,BANDAR NELAYAN 176,Longline Tuna,drifting_longlines,drifting_longlines,21.88,59,289.519081541722,2395,105,100,79,79,2396.8333333333003,1014.4750000001001,2344.9249999999,1014.4750000001001,1,86.8557244625166,10,13.026763549090795,10.82599820867252,220,220,217
2015,1004958161,4958161,SUMAN JAYA PERKASA - IX,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.86,118,393.95334653124075,1936,115,23,4,4,2294.124999999999,21,441.2083333333999,21,1,118.18600395937221,8,13.06241531838632,10.948573345904565,180,180,217
2015,1004965266,4965266,BAHARI - 98,Longline Tuna,drifting_longlines,drifting_longlines,25.855,133,477.2,4113,184,174,112,112,4207.933333332999,1319.3499999997,4019.1833333329996,1319.3499999997,1,143.16,8,13.0901628018408,11.04567939003536,180,180,217
2016,1004935243,4935243,CITRA MAJU - 82,Longline Tuna,drifting_longlines,drifting_longlines,25.48,152,387.8,5749,251,194,73,69,5734.9833333328,544.4499999995999,4276.4583333328,514.4499999995999,0.9448985214436182,116.34,6,13.0610818911648,10.94137439093636,180,180,217
2016,1000124790,124790,BINTANG JAYA 29,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.1,119,261,1544,42,15,12,3,872.5916666675994,79.04999999980001,288.25833333349993,32.5,0.4111321948144494,78.3,8,13.018604526222,10.792379317009,180,180,217
2014,1000068992,68992,SUMBER JAYA - 1A,Purse Seine Small Pelagics,purse_seines,purse_seines,25.2,131,313.2,3746,77,53,30,30,1725.6083333351005,244.5750000011,1187.1250000012005,244.5750000011,1,93.96,7,13.0360613079336,10.85386621649296,180,180,217
2015,1000052549,52549,JIMMY WIJAYA - 12,Longline Tuna,drifting_longlines,drifting_longlines,25.31,117,275.9,2970,66,62,49,48,1446.0999999998992,555.6250000000002,1338.0916666667,504.6333333335003,0.9082264716913387,82.77,7,13.0234751574174,10.80995155631849,180,180,217
2016,1040517295,40517295,NA,Longline Tuna,drifting_longlines,drifting_longlines,20.3,60,275.9,756,35,23,24,18,743.5416666666994,339.6666666659999,512.2583333327001,233.97499999939998,0.6888370951909497,82.77,7,13.022292208931999,10.80995155631849,220,220,217
2015,1004944869,4944869,MEKAR JAYA ABADI,Longline Tuna,drifting_longlines,drifting_longlines,28.21,87,290.8,8070,351,348,182,182,8215.408333333602,1367.9916666661,8139.9166666669025,1367.9916666661,1,87.24,13,13.0277659984968,10.827506713734559,180,180,217
2015,1004957403,4957403,BANDAR NELAYAN - 17,Longline Tuna,drifting_longlines,drifting_longlines,26.23,138,261,9363,316,315,176,176,7311.941666666899,1465.1750000003,7309.600000000099,1465.1750000003,1,78.3,10,13.018999618644,10.792379317009,180,180,217
2015,1000065166,65166,SUMBER JAYA  B,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.57,139,313.2,10432,234,20,156,17,4942.3916666656005,1660.574999999599,408.3916666666,263.6166666667999,0.15875023209843794,93.96,10,13.036226517578399,10.85386621649296,180,180,217
2015,1004624570,4624570,RAJAWALI - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.89,158,313.2,6597,302,246,201,192,6918.67500000011,2368.8249999995987,5657.558333333308,2234.0583333330983,0.9431082217274289,93.96,13,13.0366188904848,10.85386621649296,180,180,217
2015,1000074011,74011,CHARLY TUNA WIJAYA - 8,Longline Tuna,drifting_longlines,drifting_longlines,22.84,107,313.36249160177164,16750,322,288,197,197,7449.425000003208,1957.3000000024992,6719.041666669598,1957.3000000024992,1,94.00874748053148,7,13.035619253553723,10.854057289638607,220,220,217
2016,1000140439,140439,UNITED - 26,Longline Tuna,drifting_longlines,drifting_longlines,18.18,40,208.8,10797,214,204,160,160,4823.083333334401,1941.5333333340006,4669.316666667597,1941.5333333340006,1,62.64,5,12.999741498816,10.73068276288576,220,220,217
2016,1004574322,4574322,KENCANA JAYA 8,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,32.5,188,313.2,5489,277,200,199,161,6153.708333332995,2597.7249999999985,4317.5750000007965,2125.9000000002984,0.818369919833816,93.96,15,13.0372384266528,10.85386621649296,180,180,217
2016,1040513427,40513427,DAMASHA - 7,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.78,169,298.3,2704,127,34,11,10,2598.8666666643003,57.20833333339999,719.0250000007,44.0500000001,0.7699927166796563,89.49,15,13.0319359583766,10.83633673923881,180,180,217
2016,1000043930,43930,PATRIOT,Purse Seine Small Pelagics,purse_seines,purse_seines,26.28,86,261,7873,173,19,125,16,3872.8166666695033,1353.4416666670993,311.6000000001,171.4583333332,0.1266832088562949,78.3,14,13.017918313068,10.792379317009,180,180,217
2016,1004935251,4935251,NELAYAN JAYA,Longline Tuna,drifting_longlines,drifting_longlines,21.12,74,223.7,5507,250,119,136,67,5685.516666667797,1247.5500000002,2610.341666667701,636.6333333335,0.5103068681282497,67.11,6,13.0053673494804,10.74831484614401,220,220,217
2016,1004587278,4587278,SEGARA TUNA,Longline Tuna,drifting_longlines,drifting_longlines,25.96,145.5,313.2,3270,107,99,60,59,2459.4500000202042,588.1000000121002,2294.058333353203,584.0916666788002,0.9931842657146446,93.96,8,13.036360750414799,10.85386621649296,180,180,217
2015,1000116925,116925,TRI JAYA - 88,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.99,103,313.2,10691,239,110,66,65,5572.741666671005,732.3583333344005,2523.933333335002,717.7166666676006,0.9800075099847134,93.96,14,13.035483074176799,10.85386621649296,180,180,217
2015,1004952112,4952112,USAHA MAJU - I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.15,118,321.2459199357599,1932,109,22,57,9,2063.324999999698,770.5999999999002,393.1833333331,81.9833333334,0.10638896098288426,96.37377598072797,7,13.03844539253393,10.863324937460801,220,220,217
2015,1004647479,4647479,PERMATA NO. 2,Longline Tuna,drifting_longlines,drifting_longlines,31.26,166,558.7732587549563,1810,80,73,34,34,1803.8666666665983,487.7500000000999,1676.6666666665988,486.7500000000999,0.9979497693490522,167.63197762648687,16,13.1177114974474,11.140316204249098,180,180,217
2014,1004964126,4964126,BAHARI - 268,Longline Tuna,drifting_longlines,drifting_longlines,24.58,154,261,5593,217,216,144,144,5036.449999998802,1071.4333333328998,4995.949999998801,1071.4333333328998,1,78.3,7,13.019332328052,10.792379317009,180,180,217
2014,1004942462,4942462,BORNEO JAYA - II,Longline Tuna,drifting_longlines,drifting_longlines,23.5,81,261,5518,244,242,151,151,5667.999999999895,1564.2916666667993,5609.924999999897,1564.2916666667993,1,78.3,9,13.017814341378,10.792379317009,220,220,217
2016,1004941356,4941356,SURYA TERBIT 169,Longline Tuna,drifting_longlines,drifting_longlines,25.03,144,370.965643360281,2554,113,81,24,21,2498.5916666674,188.25833333339997,1790.9166666667002,160.74166666679994,0.8538355982474952,111.28969300808428,7,13.055369627266543,10.921664565802768,180,180,217
2016,1040408756,40408756,FACIFIC MEMORY,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,21.75,69,286.35672616831965,3239,120,72,21,21,2494.958333285906,343.23333333259995,1423.0249999698033,343.23333333259995,1,85.90701785049589,9,13.025927731515667,10.822273442684107,220,220,217
2016,1040408869,40408869,STARINDO JAYA I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.38,165,313.2,5452,247,181,56,53,5352.241666663297,482.2999999992998,3942.299999996305,469.4749999991998,0.9734086668046472,93.96,12,13.036763448923999,10.85386621649296,180,180,217
2014,1004588750,4588750,PERINTIS JAYA 168,Longline Tuna,drifting_longlines,drifting_longlines,25.5,105,383.90515689449495,1292,65,46,47,37,1422.9250000000995,479.8916666664,951.5166666666003,384.3833333331,0.8009793877089904,115.17154706834849,7,13.05883672164146,10.936816210359938,180,180,217
2016,1004554624,4554624,KERAPU - I,Longline Tuna,drifting_longlines,drifting_longlines,19.26,40,228.8712152730894,598,45,16,8,8,649.5583333335001,95.5916666667,316.17499999989997,95.5916666667,1,68.66136458192682,8,13.006362798445227,10.754430269129218,220,220,217
2015,1004949257,4949257,JIMMY WIJAYA - 38,Longline Tuna,drifting_longlines,drifting_longlines,30.82,193,536.9,341,6,6,5,5,122.96666666760002,55.80833333399996,122.96666666760002,55.80833333399996,1,161.07,13,13.1110442992986,11.11499028760169,180,180,217
2015,1004654462,4654462,BINTANG JAYA 1,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.02,119,313.2,15011,120,96,80,78,2550.216667040702,1427.7083335441985,2173.5583336539985,1418.2083335423981,0.9933459798625556,93.96,9,13.0358134934664,10.85386621649296,180,180,217
2015,1004952216,4952216,SINAR ARINDO -36,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.94,122,275.9,17713,314,230,212,186,6992.8416666134945,2611.9833333082984,5235.733333288603,2356.0083333081984,0.9019997575268269,82.77,14,13.0235789248284,10.80995155631849,180,180,217
2014,1000073678,73678,PERMATA 168,Longline Tuna,drifting_longlines,drifting_longlines,21,99,268.42319219598636,17215,294,282,155,153,6761.091666664594,982.3583333344006,6478.999999997698,981.0833333344008,0.9987021029325703,80.52695765879591,7,13.020636277801769,10.801135956225291,220,220,217
2014,1004942463,4942463,BANDAR NELAYAN 123,Longline Tuna,drifting_longlines,drifting_longlines,27.01,131,275.9,7723,356,356,225,225,8193.1583333335,1895.6416666668988,8193.1583333335,1895.6416666668988,1,82.77,10,13.0237657061682,10.80995155631849,180,180,217
2016,1004537826,4537826,NA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.54,160,472.4679545947916,4197,273,239,162,162,5297.941666667207,2224.6666666664996,4958.749999999803,2224.6666666664996,1,141.74038637843748,14,13.08914874387524,11.040173819294244,180,180,217
2016,1004587049,4587049,BANDAR BAHARI - 68,Longline Tuna,drifting_longlines,drifting_longlines,20.51,58,256.99372888920004,3435,153,87,110,56,3540.9916666667004,714.5666666664001,1812.9666666668,338.99166666670016,0.4744017353176656,77.09811866676002,7,13.016014639278769,10.78765162759206,220,220,217
2015,1004723878,4723878,99 JAYA UTAMA 7,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.84,99,275.9,5663,201,41,94,19,4221.60833332941,959.7750000002995,717.2833333330998,214.19999999969994,0.22317730718098835,82.77,16,13.023101594737799,10.80995155631849,180,180,217
2014,1004949322,4949322,DANAU TOBA INDAH  XI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.48,148,313.2,7311,324,294,140,139,7399.649999999593,1359.1499999994005,6773.108333333093,1348.1499999994005,0.9919067063973771,93.96,10,13.0364123784288,10.85386621649296,180,180,217
2015,1000103121,103121,BINTANG SAMPURNA - B,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.98,191,268.5,7530,161,28,113,26,3527.483333333999,1307.5416666681995,593.9999999998998,294.77500000050003,0.22544214652189884,80.55,12,13.022572790643,10.80122653905025,180,180,217
2015,1004614859,4614859,BANDAR NELAYAN - 65,Longline Tuna,drifting_longlines,drifting_longlines,24.85,58,275.9,5990,264,261,189,189,6137.841666666696,2109.9249999995,6057.475000000096,2109.9249999995,1,82.77,13,13.0222507019676,10.80995155631849,180,180,217
2014,1000074038,74038,BAHARI NUSANTARA - I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.68,128,275.9,11567,256,164,156,112,5732.083333338099,1494.0916666685,3772.7500000032005,910.8250000016001,0.609617883775861,82.77,8,13.0237034457216,10.80995155631849,180,180,217
2014,1000073963,73963,RODA TERBANG 01,Longline Tuna,drifting_longlines,drifting_longlines,25.86,118,275.9,2435,52,45,35,32,1161.5333333337992,249.94166666739986,946.4333333334996,215.74166666749994,0.8631680725510635,82.77,8,13.0234959108996,10.80995155631849,180,180,217
2015,1004953781,4953781,REJEKI CEMERLANG,Longline Tuna,drifting_longlines,drifting_longlines,27.22,121,261,5789,297,290,136,133,6522.4583333331,1077.2250000002002,6356.349999999699,1029.2583333335,0.9554720075502414,78.3,12,13.018646114897999,10.792379317009,180,180,217
2016,1004905100,4905100,SUN RISE VI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.82,150,392.83101858056295,1550,60,43,37,34,1267.9333333315003,432.4999999992002,917.0583333323003,424.8916666659002,0.9824084778420483,117.84930557416888,8,13.062699164733644,10.947260523414117,180,180,217
2016,1004616793,4616793,NA,Longline Tuna,drifting_longlines,drifting_longlines,17.6,38,193.84261207759695,4486,220,86,100,60,4458.4583333332,954.9749999997002,1622.3333333333994,740.8583333332001,0.7757881968988012,58.152783623279085,5,12.9947652443608,10.712965588274008,220,220,217
2014,1004944872,4944872,SAMUDRA TUNA NUSANTARA - 01,Longline Tuna,drifting_longlines,drifting_longlines,24.69,100,447.4,4698,209,206,164,164,4783.141666666692,2056.7916666664005,4741.666666666792,2056.7916666664005,1,134.22,9,13.07967032292,11.01097938457604,180,180,217
2016,1004961357,4961357,FRANSISKA - 6,Longline Tuna,drifting_longlines,drifting_longlines,20.07,63,246.92471638350838,3412,152,145,64,64,3503.0249999998982,363.5500000001,3298.0083333330986,363.5500000001,1,74.07741491505251,6,13.012797631149501,10.77576401294376,220,220,217
2014,1004960971,4960971,RAJAWALI - I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.72,127,275.9,5618,294,229,109,102,6423.783333332902,938.0416666666005,5102.541666665997,914.5083333332005,0.9749122729089131,82.77,8,13.0236826922394,10.80995155631849,180,180,217
2016,1004841645,4841645,GOLDEN TUNA - 168,Longline Tuna,drifting_longlines,drifting_longlines,19.6,80,246.1,5717,246,238,208,207,5724.0166666665955,2786.6749999990006,5560.033333333195,2779.7416666657004,0.9975119691627826,73.83,6,13.012879815504,10.77478999580609,220,220,217
2014,1004957438,4957438,TAO TOBA JAYA - X,Purse Seine Small Pelagics,purse_seines,purse_seines,25.3,122,261,5998,271,193,156,115,6026.983333332798,2125.2583333330995,3950.8499999996984,1435.2916666662,0.6753492712649166,78.3,7,13.018666909236,10.792379317009,180,180,217
2016,1004666882,4666882,ABADI MAJU II,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.22,162,313.2,7215,328,248,244,211,7359.266666664999,3561.824999997999,5308.933333332495,2972.7166666651988,0.8346049192947067,93.96,16,13.0367014953072,10.85386621649296,180,180,217
2014,1004725223,4725223,CITRA MAJU - 28,Longline Tuna,drifting_longlines,drifting_longlines,26.59,161,414.69270964462055,1548,70,49,39,28,1589.749999999899,309.9583333334002,919.0833333334001,189.6333333334,0.611802661648154,124.40781289338616,10,13.07012863310974,10.972815392032656,180,180,217
2016,1004575828,4575828,BANDAR NELAYAN - 167,Longline Tuna,drifting_longlines,drifting_longlines,19.97,58,275.9,2886,125,116,111,109,2885.2749999999005,1599.2333333330002,2703.1416666667,1563.733333333,0.977801863392871,82.77,5,13.0222507019676,10.80995155631849,220,220,217
2016,1004558587,4558587,SEMANGAT JAYA,Purse Seine Small Pelagics,purse_seines,purse_seines,23.4,72,208.8,4321,194,15,127,13,4082.9833333354,1576.6500000007993,327.6166666663001,228.14166666649996,0.14470026110194673,62.64,10,13.0004114978688,10.73068276288576,220,220,217
2014,1004949299,4949299,SURYA EKA SAKTI,Longline Tuna,drifting_longlines,drifting_longlines,27.16,129,431.22419411234415,4521,203,102,87,74,4644.5333333325,826.9499999996001,2342.9166666664,763.2666666663,0.9229901041981609,129.36725823370324,10,13.07492624229758,10.992115184844542,180,180,217
2016,1004941363,4941363,LULU MARINA 8,Longline Tuna,drifting_longlines,drifting_longlines,19.65,71,237.4853850764474,6240,278,269,223,221,6363.258333333302,2661.6333333328,6256.758333333304,2656.1749999994,0.9979492542173098,71.24561552293422,5,13.00985115294549,10.764612724308863,220,220,217
2016,1004861499,4861499,MATSAM - 05,Longline Tuna,drifting_longlines,drifting_longlines,25.85,99,313.2,1315,62,44,32,20,1344.2416666669994,313.94999999979996,938.3333333334,116.9916666665,0.37264426394831834,93.96,14,13.0354004693544,10.85386621649296,180,180,217
2014,1004731422,4731422,CAHAYA REFORMASI,Longline Tuna,drifting_longlines,drifting_longlines,22.9,96,223.7,589,34,12,3,3,602.0249999998999,10.0083333333,233.44166666659999,10.0083333333,1,67.11,10,13.0058270750016,10.74831484614401,220,220,217
2015,1004939209,4939209,BAHARI - 68,Longline Tuna,drifting_longlines,drifting_longlines,19.69,70,238.37711540699257,228,12,9,7,7,236.0083333333,53.4916666667,194.99999999999997,53.4916666667,1,71.51313462209777,5,13.010124393980776,10.76566647588195,220,220,217
2014,1004965270,4965270,BAHARI - 668,Longline Tuna,drifting_longlines,drifting_longlines,25.03,149,477.2,10683,344,340,158,158,7915.9416666733,1016.950000000699,7839.0500000065995,1016.950000000699,1,143.16,7,13.0904860261224,11.04567939003536,180,180,217
2016,1004955185,4955185,JAYA BALI - B. 03,Longline Tuna,drifting_longlines,drifting_longlines,26.81,145.5,313.2,4625,229,224,180,180,4771.108333333193,1574.5333333334997,4646.924999999893,1574.5333333334997,1,93.96,10,13.036360750414799,10.85386621649296,180,180,217
2016,1004624206,4624206,TANJUNG SARI - 3,Longline Tuna,drifting_longlines,drifting_longlines,18.88,54,253.5,5220,233,34,196,22,5308.241666666601,1205.8166666664004,583.4583333332998,161.00000000000006,0.13351946813365959,76.05,5,13.014779004762,10.78352776698025,220,220,217
